mgrname,mgrno,rdate,prdate,cusip,shares,no,change,stkname,ticker,indcode,prc,shrout1
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,20279510,72781,,-2646,COMMONWEALTH EDISON CO,CWE,,19.38,97
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,20825110,7905,,765,CONOCO INC,CLL,,54.75,108
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,20923710,67400,,,CONSOLIDATED FREIGHTWAYS INC,CNF,,27.75,13
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,21209310,27050,,-550,CONTINENTAL TEL CORP,CTC,,14.25,54
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,21932710,10670,,1650,CORNING GLASS WKS,GLW,,68.38,18
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,26054310,19002,,-900,DOW CHEM CO,DOW,,34.25,182
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,26159710,17200,,8900,DRESSER INDS INC,DI,,73.75,39
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,27746110,9250,,-2780,EASTMAN KODAK CO,EK,,65.50,161
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,27902910,16440,,-1164,ECONOMICS LAB INC,ECON,,23.69,13
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,29356710,21250,,12100,ENSERCH CORP,ENS,,41.75,33
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,29647010,5512,,-1785,ESMARK INC,ESM,,57.88,22
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,30058710,32440,,22000,EX CELL O CORP,XLO,,40.38,10
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,30229010,53897,,-2556,EXXON CORP,XON,,69.75,437
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,36158210,6537828,,23492,GEICO CORP,GCOR,,15.06,19
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,36960410,18275,,-600,GENERAL ELEC CO,GE,,52.63,228
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,36985610,1845000,,546500,GENERAL FOODS CORP,GF,,30.38,50
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,37044210,20214,,-2389,GENERAL MTRS CORP,GM,,52.75,291
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,37102810,9082,,-150,GENERAL TEL & ELECTRS CORP,GTE,,25.88,148
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,38255010,10469,,,GOODYEAR TIRE & RUBR CO,GT,,15.88,72
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,41030610,1007500,,,HANDY & HARMAN,HNH,,62.25,7
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,42814610,14174,,,HESSTON CORP,HES,,10.00,3
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,42823610,2700,,2700,HEWLETT PACKARD CO,HWP,,74.88,59
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,43157310,12683,,800,HILLENBRAND INDS INC,HB,,36.38,5
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,43850610,11791,,-100,HONEYWELL INC,HON,,88.88,22
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,44926810,25022,,-541,IC INDS INC,ICX,,29.00,16
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,45920010,24463,,255,INTERNATIONAL BUSINESS MACHS,IBM,,64.13,583
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,46069010,711180,,,INTERPUBLIC GROUP COS INC,IPG,,36.13,4
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,46627210,73050,,,JWT GROUP INC,JWT,,26.75,4
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,48300810,1211834,,,KAISER ALUM & CHEM CORP,KLU,,26.63,41
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,49342210,14990,,,KEYSTONE CONS INDS INC,KES,,9.38,2
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,49904010,177600,,-120800,KNIGHT RIDDER NEWSPAPERS INC,KRN,,29.00,32
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,53037010,6000,,6000,LIBERTY CORP S C,LC,,14.88,13
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,56500410,164205,,,MANUFACTURERS NATL CORP,MNTL,,22.50,5
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,56823610,78707,,,MARINE CORP,MCRP,,24.50,2
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,58440410,282500,,,MEDIA GEN INC,MEG,,30.50,7
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,60405910,10448,,1430,MINNESOTA MNG & MFG CO,MMM,,59.63,117
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,60705910,16012,,-800,MOBIL CORP,MOB,,70.38,212
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,62915610,5700,,,NL INDS INC,NL,,59.00,33
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,62952710,18400,,18400,NABISCO INC,NAB,,24.38,32
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,63563210,414360,,,NATIONAL DETROIT CORP,NBD,,29.38,12
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,63765710,231800,,,NATIONAL SVC INDS INC,NAS,,21.75,13
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,63789510,881500,,24000,NATL STUDENT MARKETING DEL,NSTM,,6.63,9
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,65408610,15758,,1115,NICOR INC,GAS,,33.25,18
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,65569410,4755,,4755,NORFOLK & WESTN RY CO,NFK,,44.00,31
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,66405810,47166,,,NORTHEAST BANCORP INC,NBIC,,22.00,3
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,67660110,391400,,,OGILVY & MATHER INTL INC,OGIL,,26.75,4
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,68169710,79574,,,OMAHA NATL CORP,OMAH,,21.50,2
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,69032610,68400,,,OVERNITE TRANSN CO,OVT,,25.50,3
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,71708110,16786,,,PFIZER INC,PFE,,45.75,73
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,72342710,607396,,,PINKERTONS INC,PINK,,45.75,2
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,72519710,108100,,-98400,PITTSBURGH NATL CORP,PITS,,45.38,6
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,73742410,10400,,,POST CORP,POS,,17.13,2
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,73767910,20532,,200,POTOMAC ELEC PWR CO,POM,,12.75,42
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,76168810,22130,,-266,REXNORD INC,REX,,18.13,20
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,76175310,338300,,88300,REYNOLDS R J INDS INC,RJR,,39.25,102
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,76176310,17200,,,REYNOLDS METALS CO,RLM,,38.00,19
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,77669510,29130,,3554,ROPER INDS INC,ROPE,,20.75,1
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,78642910,1546572,,,SAFECO CORP,SAFC,,37.38,19
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,79286010,122500,,122500,ST PAUL COS INC,STPL,,38.25,21
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,81238710,14497,,-1392,SEARS ROEBUCK & CO,S,,16.75,315
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,81482310,15439,,1840,SECURITY PAC CORP,SPC,,28.50,28
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,84835510,9734,,-723,SPERRY CORP,SY,,50.25,37
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,85224510,12531,,2113,SQUIBB CORP,SQB,,27.38,47
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,85368310,11800,,-169,STANDARD OIL CO CALIF,SD,,75.75,171
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,85370010,28948,,-400,STANDARD OIL CO IND,SN,,66.63,292
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,86676210,25186,,44,SUN INC,SUN,,45.00,121
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,86732310,9217,,,SUNDSTRAND CORP,SNS,,48.00,16
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,88037010,14152,,-45,TENNECO INC,TGT,,41.63,117
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,88169410,31342,,-1306,TEXACO INC,TX,,36.00,269
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,88238710,4275,,4275,TEXAS EASTERN CORP,TET,,71.00,25
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,88320310,13809,,765,TEXTRON INC,TXT,,27.63,33
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,88736010,314800,,,TIMES MIRROR CO,TMC,,43.13,34
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,90781810,14664,,52,UNION PAC CORP,UNP,,55.75,96
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,91182510,9648,,700,UNITED STATES FID & GTY CO,FG,,43.75,28
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,92628610,65777,,-765,VICTORIA STA INC,VSTA,,9.06,3
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,93448810,12786,,175,WARNER LAMBERT CO,WLA,,21.13,80
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,93964010,1874200,,,WASHINGTON POST CO,WPO,,22.38,14
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,95081710,5703087,,,WESCO FINL CORP,WSC,,8.38,7
BERKSHIRE HATHAWAY INC,8350,09/30/1980,,98088110,720400,,-100000,WOOLWORTH F W CO,Z,,25.00,30
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,00282410,13610,,1300,ABBOTT LABS,ABT,,56.50,60
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,00826110,434550,,,AFFILIATED PUBNS INC,AFP,,28.13,5
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,01908710,18358,,1360,ALLIED CHEM CORP,ACD,,53.50,33
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,02224910,464317,,464317,ALUMINUM CO AMER,AA,,59.63,36
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,02355110,14230,,-570,AMERADA HESS CORP,AHC,,43.38,78
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,02473510,108650,,-62800,AMERICAN BROADCASTING COS,ABC,,26.88,28
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,02660910,11265,,1000,AMERICAN HOME PRODS CORP,AHP,,28.13,156
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,03017710,55079,,-12966,AMERICAN TEL & TELEG CO,T,,47.88,720
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,03090010,42897,,,AMERITRUST CORP,AMTR,,31.38,9
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,04217010,15544,,2094,ARMCO INC,AS,,38.00,45
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,04882510,27492,,2700,ATLANTIC RICHFIELD CO,ARC,,63.63,234
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,05430310,10910,,10910,AVON PRODS INC,AVP,,34.13,60
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,07189210,6515,,1030,BAXTER TRAVENOL LABS INC,BAX,,52.88,35
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,07272310,33480,,,BAYBANKS INC,BBNK,,36.63,3
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,09179710,15187,,820,BLACK & DECKER MFG CO,BDK,,18.38,42
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,09532910,3086303,,,BLUE CHIP STAMPS,BLUE,,19.25,5
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,09702310,4587,,4587,BOEING CO,BA,,44.13,96
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,12640810,10439,,5149,C S X CORP,CSX,,47.75,41
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,13078910,153049,,,CALIFORNIA WTR SVC CO,CWTR,,30.25,1
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,14912310,14970,,-1158,CATERPILLAR TRACTOR CO,CAT,,58.00,86
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,15242010,28179,,,CENTRAL BANCORPORATION INC,CBAN,,18.50,5
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,15389910,25148,,-900,CENTRAL LA ENERGY CORP,CEL,,51.00,21
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,17856610,123314,,-5000,CITY NATL CORP,CTYN,,22.25,7
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,18146810,118075,,114,CLARK J L MFG CO,CLRK,,30.25,4
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,18600010,873300,,,CLEVELAND CLIFFS IRON CO,CLF,,33.75,12
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,19416210,28669,,-3354,COLGATE PALMOLIVE CO,CL,,14.63,82
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,20279510,65875,,-6906,COMMONWEALTH EDISON CO,CWE,,18.13,97
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,20825110,4905,,-3000,CONOCO INC,CLL,,65.38,108
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,20923710,67400,,,CONSOLIDATED FREIGHTWAYS INC,CNF,,24.50,13
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,21209310,27050,,,CONTINENTAL TEL CORP,CTC,,15.75,54
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,21932710,10570,,-100,CORNING GLASS WKS,GLW,,59.63,18
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,26054310,19502,,500,DOW CHEM CO,DOW,,32.13,183
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,26159710,17100,,-17300,DRESSER INDS INC,DI,,53.50,78
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,27746110,9250,,,EASTMAN KODAK CO,EK,,69.75,161
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,27902910,16404,,-36,ECONOMICS LAB INC,ECON,,20.69,13
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,29356710,21835,,585,ENSERCH CORP,ENS,,50.13,33
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,30058710,30440,,-2000,EX CELL O CORP,XLO,,37.75,10
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,30229010,53385,,-512,EXXON CORP,XON,,80.63,435
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,36158210,7200000,,662172,GEICO CORP,GEC,,14.63,19
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,36960410,17675,,-600,GENERAL ELEC CO,GE,,61.25,228
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,36985610,2430300,,585300,GENERAL FOODS CORP,GF,,30.25,50
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,37044210,19101,,-1113,GENERAL MTRS CORP,GM,,45.00,293
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,37102810,8582,,-500,GENERAL TEL & ELECTRS CORP,GTE,,27.25,153
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,41030610,2015000,,,HANDY & HARMAN,HNH,,29.00,14
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,42814610,14174,,,HESSTON CORP,HES,,13.75,3
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,42823610,2400,,-300,HEWLETT PACKARD CO,HWP,,89.50,60
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,43157310,11517,,-1166,HILLENBRAND INDS INC,HB,,32.75,5
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,43850610,11491,,-300,HONEYWELL INC,HON,,111.75,22
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,44926810,25697,,675,IC INDS INC,ICX,,30.88,16
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,45920010,24817,,354,INTERNATIONAL BUSINESS MACHS,IBM,,67.88,583
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,46069010,711180,,,INTERPUBLIC GROUP COS INC,IPG,,31.13,4
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,46627210,73050,,,JWT GROUP INC,JWT,,27.00,4
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,48300810,1211834,,,KAISER ALUM & CHEM CORP,KLU,,22.75,41
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,49342210,14990,,,KEYSTONE CONS INDS INC,KES,,8.88,2
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,49904010,177600,,,KNIGHT RIDDER NEWSPAPERS INC,KRN,,27.88,32
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,53037010,6000,,,LIBERTY CORP S C,LC,,14.38,13
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,56500410,164205,,,MANUFACTURERS NATL CORP,MNTL,,22.63,5
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,56823610,78707,,,MARINE CORP,MCRP,,24.50,2
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,58440410,282500,,,MEDIA GEN INC,MEG,,29.50,7
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,60405910,10549,,101,MINNESOTA MNG & MFG CO,MMM,,59.00,117
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,60705910,16012,,,MOBIL CORP,MOB,,80.75,212
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,62915610,5700,,,NL INDS INC,NL,,76.38,33
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,62952710,32700,,14300,NABISCO INC,NAB,,26.63,32
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,63563210,414360,,,NATIONAL DETROIT CORP,NBD,,24.50,12
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,63765710,231800,,,NATIONAL SVC INDS INC,NAS,,20.63,13
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,63789510,881500,,,NATL STUDENT MARKETING DEL,NSTM,,6.69,9
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,65408610,14387,,-1371,NICOR INC,GAS,,39.13,20
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,67660110,391400,,,OGILVY & MATHER INTL INC,OGIL,,25.38,4
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,68169710,79574,,,OMAHA NATL CORP,OMAH,,21.75,2
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,69032610,68400,,,OVERNITE TRANSN CO,OVT,,27.88,3
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,71708110,16786,,,PFIZER INC,PFE,,53.50,73
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,71850710,11740,,11740,PHILLIPS PETE CO,P,,58.75,152
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,72342710,607396,,,PINKERTONS INC,PINK,,46.25,2
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,72519710,33100,,-75000,PITTSBURGH NATL CORP,PITS,,44.63,6
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,73742410,10400,,,POST CORP,POS,,17.00,2
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,73767910,20962,,430,POTOMAC ELEC PWR CO,POM,,12.38,42
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,76168810,21615,,-515,REXNORD INC,REX,,18.25,20
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,76175310,358300,,20000,REYNOLDS R J INDS INC,RJR,,45.63,102
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,76176310,17200,,,REYNOLDS METALS CO,RLM,,35.25,19
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,77669510,28880,,-250,ROPER INDS INC,ROPE,,30.50,1
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,78642910,1546572,,,SAFECO CORP,SAFC,,36.19,19
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,81238710,11097,,-3400,SEARS ROEBUCK & CO,S,,15.25,315
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,81482310,9900,,-5539,SECURITY PAC CORP,SPC,,34.38,28
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,84835510,11634,,1900,SPERRY CORP,SY,,63.38,40
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,85224510,10809,,-1722,SQUIBB CORP,SQB,,29.50,49
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,85368310,11671,,-129,STANDARD OIL CO CALIF,SD,,99.50,171
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,85370010,28188,,-760,STANDARD OIL CO IND,SN,,79.88,292
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,86676210,25186,,,SUN INC,SUN,,48.75,121
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,86732310,9217,,,SUNDSTRAND CORP,SNS,,56.50,17
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,88037010,14106,,-46,TENNECO INC,TGT,,51.63,117
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,88169410,29172,,-2170,TEXACO INC,TX,,48.00,269
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,88320310,13689,,-120,TEXTRON INC,TXT,,29.88,33
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,88736010,314800,,,TIMES MIRROR CO,TMC,,41.50,34
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,90781810,14264,,-400,UNION PAC CORP,UNP,,78.75,96
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,91182510,9648,,,UNITED STATES FID & GTY CO,FG,,42.38,28
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,92035510,65777,,65777,VALSPAR CORP,VAL,,8.63,3
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,93443610,4454,,4454,WARNER COMMUNICATIONS INC,WCI,,77.63,27
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,93448810,12436,,-350,WARNER LAMBERT CO,WLA,,20.13,80
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,93964010,1894200,,20000,WASHINGTON POST CO,WPO,,22.63,14
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,95081710,5703087,,,WESCO FINL CORP,WSC,,8.00,7
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,96216610,11000,,11000,WEYERHAEUSER CO,WY,,34.13,125
BERKSHIRE HATHAWAY INC,8350,12/31/1980,,98088110,696400,,-24000,WOOLWORTH F W CO,Z,,24.75,30
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,00826110,434550,,,AFFILIATED PUBNS INC,AFP,,27.38,5
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,02224910,928634,,,ALUMINUM CO AMER,AA,,35.00,72
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,03090010,42897,,,AMERITRUST CORP,AMTR,,31.75,9
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,07272310,33480,,,BAYBANKS INC,BBNK,,39.75,3
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,09532910,3086303,,,BLUE CHIP STAMPS,BLUE,,24.13,5
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,13078910,153049,,,CALIFORNIA WTR SVC CO,CWTR,,32.25,1
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,17856610,78314,,-45000,CITY NATL CORP,CTYN,,27.00,7
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,18600010,872900,,-400,CLEVELAND CLIFFS IRON CO,CLF,,40.13,12
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,23741010,100000,,100000,DART & KRAFT INC,DKI,,50.25,54
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,36144810,468522,,468522,GATX CORP,GMT,,40.25,12
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,36158210,7200000,,,GEICO CORP,GEC,,19.00,20
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,36985610,2577200,,146900,GENERAL FOODS CORP,GF,,33.00,50
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,41030610,2015000,,,HANDY & HARMAN,HNH,,26.88,14
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,46069010,711180,,,INTERPUBLIC GROUP COS INC,IPG,,32.00,5
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,48300810,1211834,,,KAISER ALUM & CHEM CORP,KLU,,24.38,42
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,49904010,177600,,,KNIGHT RIDDER NEWSPAPERS INC,KRN,,31.00,32
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,56500410,164205,,,MANUFACTURERS NATL CORP,MNTL,,22.25,5
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,56823610,78707,,,MARINE CORP,MCRP,,24.00,2
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,58440410,282500,,,MEDIA GEN INC,MEG,,34.25,7
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,62952710,32700,,,NABISCO INC,NAB,,30.13,32
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,63563210,414360,,,NATIONAL DETROIT CORP,NBD,,26.88,12
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,63765710,247800,,16000,NATIONAL SVC INDS INC,NAS,,23.00,13
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,67660110,391400,,,OGILVY & MATHER INTL INC,OGIL,,28.38,4
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,68169710,79574,,,OMAHA NATL CORP,OMAH,,22.13,2
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,69032610,68400,,,OVERNITE TRANSN CO,OVT,,40.00,3
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,72342710,607396,,,PINKERTONS INC,PINK,,50.38,2
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,72519710,33100,,,PITTSBURGH NATL CORP,PITS,,48.50,6
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,76175310,511200,,152900,REYNOLDS R J INDS INC,RJR,,44.50,103
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,76176310,9000,,-8200,REYNOLDS METALS CO,RLM,,38.75,19
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,78642910,1546572,,,SAFECO CORP,SAFC,,38.81,19
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,88736010,211800,,-103000,TIMES MIRROR CO,TMC,,48.25,34
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,93964010,1868600,,-25600,WASHINGTON POST CO,WPO,,26.00,14
BERKSHIRE HATHAWAY INC,8350,03/31/1981,,95081710,5703087,,,WESCO FINL CORP,WSC,,9.63,7
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,00826110,434550,,,AFFILIATED PUBNS INC,AFP,,31.00,5
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,02224910,828634,,-100000,ALUMINUM CO AMER,AA,,29.75,73
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,09532910,3086303,,,BLUE CHIP STAMPS,BLUE,,27.13,5
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,13078910,153049,,,CALIFORNIA WTR SVC CO,CWTR,,32.00,1
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,17856610,10814,,-67500,CITY NATL CORP,CTYN,,34.25,7
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,18600010,872900,,,CLEVELAND CLIFFS IRON CO,CLF,,38.00,12
BERKSHIRE HATHAWAY INC,8350,06/30/1981,,23741010,100000,,,DART & KRAFT INC,DKI,,51.25,54
